"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"Judge blocks Pennsylvania voter ID law for November election - CNN.com","See why the law was temporarily blocked and tell us where you stand. http://on.cnn.com/QVrOz1","2012-10-02 11:19:02",1135,103,"No","link","http://on.cnn.com/QVrOz1","http://www.facebook.com/5550296508/posts/290518487728328"
"A dangerous new world of drones - CNN.com","CNN Opinion contributors Peter Bergen & Jennifer Rowland say ""There has been virtually no substantive public discussion about drone attacks among policymakers at the international level."" See why they think drones will change warfare and lead to a new arms race.   http://on.cnn.com/Sz75QJ","2012-10-02 08:00:02",249,30,"No","link","http://on.cnn.com/Sz75QJ","http://www.facebook.com/5550296508/posts/357230994364135"
"Ear grows on cancer patient's arm - CNN.com Video","From Early Start- Like a scene right out of science fiction, researchers at Johns Hopkins have developed a procedure to help a cancer patient grow an ear on her arm. CNN Health's Elizabeth Cohen explains this amazing procedure.  http://on.cnn.com/Sz6lLt","2012-10-02 06:00:01",724,260,"No","video","http://on.cnn.com/Sz6lLt","http://www.facebook.com/5550296508/posts/431020356956257"
"[Photo]","Romney: Debates aren't about a win.   http://on.cnn.com/Rwit3b","2012-10-02 04:00:03",700,85,"No","photo","http://www.facebook.com/photo.php?fbid=10151206467871509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151206829241509"
"Dozens dead after passenger vessels collide off Hong Kong - CNN.com","BREAKING: At least 36 people have died after two passenger boats collided off Hong Kong's Lamma Island on Monday evening, throwing more than 100 people into the sea. //on.cnn.com/Sz96MO","2012-10-01 19:49:58",268,83,"No","link","http://on.cnn.com/Sz96MO","http://www.facebook.com/5550296508/posts/151121151697821"
"My Take: 'I'm spiritual but not religious' is a cop-out","CNN Belief Blog contributor Alan Miller: Being spiritual but not religious avoids having to think too hard about having to decide http://on.cnn.com/VkN2up. What’s your take on the phrase “spiritual but not religious?”","2012-10-01 18:00:01",662,88,"Yes","link","http://on.cnn.com/VkN2up","http://www.facebook.com/5550296508/posts/266045123515836"
"Romney, Ryan go after Obama on foreign policy","Two days before the first presidential debate, Republicans intensified their criticism of President Barack Obama's foreign policy.  See what they said and tell us what you think.  http://on.cnn.com/SyDiaG","2012-10-01 16:00:03",417,36,"No","link","http://on.cnn.com/SyDiaG","http://www.facebook.com/5550296508/posts/496025800407675"
"Setback for Pakistani teen facing blasphemy charges - CNN.com","Rimsha Masih’s case has sparked international outcry against the Pakistani government, with some saying the blasphemy laws are used to settle scores and persecute religious minorities http://on.cnn.com/VkNKYo. See the latest twist in the case.","2012-10-01 14:00:00",174,22,"No","link","http://on.cnn.com/VkNKYo","http://www.facebook.com/5550296508/posts/314225395352263"
"California governor signs gay conversion therapy ban - CNN.com","“This bill bans non-scientific ‘therapies’ that have driven young people to depression and suicide,” tweeted Gov. Jerry Brown. If it causes a legal battle, it could center around whether this therapy constitutes child abuse and whether the ban is unconstitutional. Tell us where you stand. http://on.cnn.com/VkCKuk","2012-10-01 12:00:18",1044,97,"No","link","http://on.cnn.com/VkCKuk","http://www.facebook.com/5550296508/posts/333155430114772"
"Americans face $3,500 fiscal cliff tax hit","Overall, 88% of households would end up with higher taxes if Congress doesn’t avert the fiscal cliff. See how your household could be affected. http://on.cnn.com/Syd0FI","2012-10-01 10:19:16",240,61,"No","link","http://on.cnn.com/Syd0FI","http://www.facebook.com/5550296508/posts/421597751232895"
"10 questions for Obama to answer - CNN.com","CNN Opinion contributor David Frum lists topics he’d like to hear the president address during this month’s debates, including ""green-on-blue"" attacks, slow economic recovery, taxes and Iran http://on.cnn.com/SxRO2l. What would you like Obama to address during the debates?","2012-10-01 08:01:08",400,46,"Yes","link","http://on.cnn.com/SxRO2l","http://www.facebook.com/5550296508/posts/505821969429623"
"Missing New Jersey girl spawns social media flurry - CNN.com","""There is somone in my hour ecall 911,"" she posted on Twitter at 6:20 p.m. Sunday before she went missing. It is believed she meant ""someone in my house, call 911."" See why police believe no foul play is involved. http://on.cnn.com/SxKJis","2012-10-01 06:24:40",231,33,"No","link","http://on.cnn.com/SxKJis","http://www.facebook.com/5550296508/posts/361185950631754"
"Election raises stakes for possible Supreme Court vacancies - CNN.com","It is an unusual dynamic: the Supreme Court traditionally rates near the bottom when voters are asked to list the issues most important to them, but the high-profile issues the justices decide -- hot-button topics like health care, abortion, economic and tax reforms -- remain of consistent concern to the electorate. http://on.cnn.com/SXxtUT","2012-10-01 04:00:01",379,41,"No","link","http://on.cnn.com/SXxtUT","http://www.facebook.com/5550296508/posts/514880561872748"
"Campaigns dig in ahead of first presidential debate - CNN.com","New Jersey Governor Chris Christie: ""This whole race is going to be turned upside down come Thursday morning"" Do you agree?  http://on.cnn.com/QtNAcF","2012-09-30 19:17:34",555,43,"Yes","link","http://on.cnn.com/QtNAcF","http://www.facebook.com/5550296508/posts/508586799169295"
"U.S. misses full truth on China factory workers - CNN.com","http://on.cnn.com/NYQ99O","2012-09-30 15:54:47",212,33,"No","link","http://on.cnn.com/NYQ99O","http://www.facebook.com/5550296508/posts/393673220701174"
"The trash queen of Guatemala","This week The Next List is profiling Susanne Heisse, founder of the Pura Vida - a movement for alternative trash management in Lake Atitlan, Guatemala. Her innovation: the eco-brick. Don't miss the show today at 2 p.m. ET on CNN","2012-09-30 08:03:00",220,28,"No","link","http://whatsnext.blogs.cnn.com/2012/09/28/the-trash-queen-of-guatemala/","http://www.facebook.com/5550296508/posts/151801188295189"
"CNN | I'm Voting | I'm Voting","Are you voting in the 2012 election? Take the “I’m Voting” pledge and share your take on the issues.","2012-09-30 06:00:00",314774,29742,"Yes","link","http://www.facebook.com/cnn?sk=app_195983790531602&app_data","http://www.facebook.com/5550296508/posts/266768910110901"
"Bullied Michigan teen shines as homecoming princess - CNN.com","http://on.cnn.com/Owbwkd","2012-09-29 18:02:12",934,84,"No","link","http://on.cnn.com/Owbwkd","http://www.facebook.com/5550296508/posts/312411328866909"
"'A ray of hope' where girls didn't count - CNN.com","Despite threats of violence, 2012 Top 10 CNN Hero Razia Jan provides free education to hundreds of girls in rural Afghanistan. Which CNN Heroes inspire you most? Vote up to 10x a day, every day for the CNN Hero of the Year only at CNNHeroes.com. ","2012-09-29 07:27:43",728,55,"Yes","link","http://www.cnn.com/2012/09/27/world/asia/cnnheroes-razia-jan-interview/index.html","http://www.facebook.com/5550296508/posts/318046291627895"
"Meet self-made millionaire ... teacher? - CNN.com Video","http://on.cnn.com/Q9eyI1   See how this teacher made $1 million with her lesson plans. What do you think about the “Teachers pay Teachers” website?","2012-09-28 18:00:03",972,182,"Yes","video","http://on.cnn.com/Q9eyI1","http://www.facebook.com/5550296508/posts/563687673660886"
"Would youth football survive a tackling ban? - CNN.com","In this CNN Health piece, Dr. Robert Cantu, a neurosurgeon and author, expresses the need for parents to carefully consider the potential long-term consequences of brain blows in their children, particularly before the age of 14 http://on.cnn.com/Q9sYrw. Do you agree with him?","2012-09-28 13:47:02",473,43,"Yes","link","http://on.cnn.com/Q9sYrw","http://www.facebook.com/5550296508/posts/475048889192853"
"'Sons of Anarchy' actor dead in Hollywood murder mystery - CNN.com","See the latest preliminary findings in the murder mystery. http://on.cnn.com/Q8Ikwr","2012-09-28 12:08:11",167,59,"No","link","http://on.cnn.com/Q8Ikwr","http://www.facebook.com/5550296508/posts/361486833937030"
"Michigan teen targeted in homecoming 'prank' gets last laugh - CNN.com","After finding out her classmates voted her to sophomore class royalty as a joke, 16-year-old Whitney Kropp spent the night in tears. See how the support from her family and friends allowed her to embrace the situation. http://on.cnn.com/Q8IcNx","2012-09-28 09:53:40",1499,183,"No","link","http://on.cnn.com/Q8IcNx","http://www.facebook.com/5550296508/posts/291016680998001"
"Open Mic: What is mobile etiquette? - CNN.com Video","What are your mobile etiquette pet peeves?  For more coverage of CNN’s “Our Mobile Society” visit CNN.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.  ","2012-09-28 07:55:37",170,19,"Yes","video","http://cnn.com/video/data/2.0/video/tech/2012/09/28/orig-evc-open-mic-etiquette.cnn.html","http://www.facebook.com/5550296508/posts/202121423253008"
"First on CNN: Romney memo seeks to lower debate expectations","In a memo provided to CNN, longtime Romney adviser Beth Myers outlines a series of reasons why the president is likely to emerge as the winner of the first debate. See the memo here, and tell us if you agree with her reasoning: http://on.cnn.com/QAhDmc","2012-09-28 05:45:29",609,82,"No","link","http://on.cnn.com/QAhDmc","http://www.facebook.com/5550296508/posts/158593514281014"
"Rover finds evidence of ancient water on Mars - CNN.com","If the Curiosity rover had been sent to Mars in ancient times, it might have found itself sinking in a stream. See images and read the details of Curiosity's historic discovery. http://on.cnn.com/SfaJ2u","2012-09-28 04:00:01",604,77,"No","link","http://on.cnn.com/SfaJ2u","http://www.facebook.com/5550296508/posts/282901518487224"
"Producer of inflammatory anti-Islam film arrested, ordered held without bail - CNN.com","""He engaged in a likely pattern of deception,"" a judge says of Nakoula Basseley Nakoula.  http://on.cnn.com/TJOVmn","2012-09-27 19:26:57",654,151,"No","link","http://on.cnn.com/TJOVmn","http://www.facebook.com/5550296508/posts/419807931415543"
"What will it take for Romney to win? - CNN.com","Republican strategists say Romney's strategy of running as the anti-Barack Obama could still work if he spends less time trying to define his opponent and more time spelling out how he would handle the job http://on.cnn.com/QXG2zR. Do you think Romney should shift his focus?","2012-09-27 18:00:00",1002,72,"Yes","link","http://on.cnn.com/QXG2zR","http://www.facebook.com/5550296508/posts/508185459194214"
"Tony Blair on Israel and Iran - CNN.com Video","Former British Tony Blair on unrest with Iran and Israel: ""The consequences of any conflict would be very serious, although profoundly unpredictable"". See the full interview on Piers Morgan Tonight at 9ET on CNN.  http://on.cnn.com/QXJoTj","2012-09-27 16:00:01",327,37,"No","video","http://on.cnn.com/QXJoTj","http://www.facebook.com/5550296508/posts/449570948420219"
"[Photo]","Benjamin Netanyahu, prime minister of Israel, points to a graphic of a bomb and asks U.N. leaders to draw a ""red line"" on Iran's nuclear bomb plans during the 67th session of the United Nations General Assembly. See the details of today's speeches: http://on.cnn.com/UP3K6i","2012-09-27 14:00:01",2413,806,"No","photo","http://www.facebook.com/photo.php?fbid=10151200253701509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151200305746509"
"Tycoon offers HK$500 million to wed 'married' daughter - CNN.com","Although Chinese media reported that Gigi Chao was already married to another woman as of last week, Chao will not verify. What do you think about the multi-million dollar bounty for a son-in-law? http://on.cnn.com/UOznwZ","2012-09-27 12:05:08",303,89,"Yes","link","http://on.cnn.com/UOznwZ","http://www.facebook.com/5550296508/posts/190047794463444"
"OPINION: Why you shouldn't vote for Obama - CNN.com","CNN Opinion contributor William Bennett outlines five reasons President Obama should not serve a second term. Do you agree? http://on.cnn.com/QXkxze","2012-09-27 09:52:34",836,192,"Yes","link","http://on.cnn.com/QXkxze","http://www.facebook.com/5550296508/posts/414130821987987"
"Benghazi security questions - CNN.com Video","More than two weeks after four Americans were killed in an attack on the U.S. Consulate in Benghazi, FBI agents have not yet been granted access to investigate in the city. Last night on Anderson Cooper 360, Anderson discussed the developments on the attack and security issues with CNN's Fran Townsend, Sen. Isakson, and Rep. Turner. http://on.cnn.com/UNwpJa","2012-09-27 08:01:14",361,39,"No","video","http://cnn.com/video/data/2.0/video/bestoftv/2012/09/27/ac-benghazi-security-questions.cnn.html","http://www.facebook.com/5550296508/posts/495654393786042"
"New chapter in Jimmy Hoffa search: Police to drill beneath Michigan home - CNN.com","Police say the tipster’s information is “credible,” and a radar has detected an anomaly beneath the ground at a home in Roseville, Michigan. See the other efforts to explain what happened to one of the most powerful union leaders in America. http://on.cnn.com/QWNJ9i","2012-09-27 05:33:12",586,131,"No","link","http://on.cnn.com/QWNJ9i","http://www.facebook.com/5550296508/posts/210817392381785"
"Ahmadinejad tells U.N. that Iran is threatened - CNN.com","Mahmoud Ahmadinejad has a history of controversial statements, but in his eighth and final appearance in front of the assembly's iconic green marble podium his tone seemed to shift from blustery to almost conciliatory. Find out what he said and let us know what you think. http://on.cnn.com/QcSWJe","2012-09-26 19:55:14",218,40,"No","link","http://on.cnn.com/QcSWJe","http://www.facebook.com/5550296508/posts/305806722860524"
"Little-known fecal transplant cures woman's bacterial infection - CNN.com","Kaitlin Hunter was battling clostridium difficile (C. diff), known to kill about 14,000 people in the United States every year. After nine rounds of antibiotics failed to provide a cure, it was her mother’s donation of stool that cured her http://on.cnn.com/RiOk7l. See why it worked and tell us what you think about this “little-known technique?”","2012-09-26 18:00:00",1010,285,"Yes","link","http://on.cnn.com/RiOk7l","http://www.facebook.com/5550296508/posts/520649027949342"
"[Photo]","User gripes about the iPhone 5 range from the legitimate-sounding to the downright silly. See what people are complaining about and tell us what you think.  http://on.cnn.com/QVkFz4","2012-09-26 16:00:01",2215,535,"No","photo","http://www.facebook.com/photo.php?fbid=10151198929636509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151199086646509"
"Obama on world stage: More hope than change? - CNN.com","CNN Opinion contributor David Rothkopf: The problem with great speeches of the kind Obama delivered then is that they contain promises and if those promises are not kept future speeches not only ring hollow, they are reminders of what has not been fulfilled http://on.cnn.com/RiO4FB. Do you agree with Rothkopf?","2012-09-26 14:30:01",733,58,"Yes","link","http://on.cnn.com/RiO4FB","http://www.facebook.com/5550296508/posts/348886688536281"
"Obama above 50% in some battleground polls - CNN.com","Fueling those numbers, the four polls suggest that Romney has lost his edge on the economy, an issue on which the challenger has based his campaign. Are you surprised by the latest polls? http://on.cnn.com/QVgX8M","2012-09-26 12:51:39",2400,211,"Yes","link","http://on.cnn.com/QVgX8M","http://www.facebook.com/5550296508/posts/434054626630292"
"Turning trash into building material","In its simplest form, the eco-brick is a plastic bottle stuffed with inorganic trash used as building blocks for homes and schools throughout Central America. See how this building innovation is spreading throughout the world. http://on.cnn.com/QUXRQ1","2012-09-26 10:24:07",436,120,"No","link","http://on.cnn.com/QUXRQ1","http://www.facebook.com/5550296508/posts/108445119310547"
"Why Romney is losing must-win Ohio - CNN.com","CNN Politics’  Peter Hamby discusses several reasons why political reps believe Romney is in deeper trouble in Ohio than elsewhere http://on.cnn.com/QUFnPA. Do you agree with their criticism?","2012-09-26 08:19:21",754,88,"Yes","link","http://on.cnn.com/QUFnPA","http://www.facebook.com/5550296508/posts/368390659902678"
"5 things to watch for on 2nd day of U.N. General Assembly - CNN.com","Here are five things to watch for during today’s session including Wikileaks founder Julian Assange. http://on.cnn.com/QUsBRd","2012-09-26 06:34:04",259,14,"No","link","http://on.cnn.com/QUsBRd","http://www.facebook.com/5550296508/posts/154257598048555"
"Self-driving cars now legal in California - CNN.com","Are you ready to let the car handle the driving? http://on.cnn.com/RgiJTL","2012-09-26 04:00:00",847,237,"Yes","link","http://on.cnn.com/RgiJTL","http://www.facebook.com/5550296508/posts/146224048853401"
"Soldier charged with manslaughter after trying to cure another of hiccups - CNN.com","""The victim had the hiccups. The suspect pulled out a gun to scare him in order to stop the hiccups,"" said spokesman Carroll Smith of the Killeen, Texas, Police Department. http://on.cnn.com/Rgirw8","2012-09-25 20:00:00",388,172,"No","link","http://on.cnn.com/Rgirw8","http://www.facebook.com/5550296508/posts/148652551943944"
"[Photo]","How the world welcomed fall: To welcome the first day of fall, CNN iReport introduced its first one-day mobile photo challenge. See some of the best shots showcased as part of “Our Mobile Society”    For more coverage visit CNN.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.  http://on.cnn.com/Q7qM2d","2012-09-25 18:00:01",1348,162,"No","photo","http://www.facebook.com/photo.php?fbid=10151197646591509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151197853546509"
"Clinton: Debates are crucial for Romney - CNN.com Video","“This is a rejection of basically more than three decades of bipartisan policy to support working families. It’s not a bunch of freeloaders,” former President Bill Clinton shares his thoughts on Mitt Romney’s ‘47%’ comments with Piers Morgan. To see this rare and candid interview, watch Piers Morgan Tonight at 9 ET. http://on.cnn.com/Q7jw6r","2012-09-25 14:30:01",1584,201,"No","video","http://on.cnn.com/Q7jw6r","http://www.facebook.com/5550296508/posts/433869616648185"
"CNN | I'm Voting","Today is National Voter Registration Day! Have you registered? If so, take the voting pledge and share with your friends with CNN and Facebook’s I’m Voting App. https://www.facebook.com/cnn/app_195983790531602","2012-09-25 13:03:41",931,101,"Yes","link","http://www.facebook.com/cnn?sk=app_195983790531602&app_data","http://www.facebook.com/5550296508/posts/202488629884533"
"Obama confronts Iran, Syria; UNGA debate opens - CNN.com","What did you think of President Obama’s comments at the U.N. General Assembly today? http://on.cnn.com/Rfkr88","2012-09-25 10:51:33",950,61,"Yes","link","http://on.cnn.com/Rfkr88","http://www.facebook.com/5550296508/posts/418151831579029"
"Do you remember your mom's phone number? - CNN.com","“I used to joke that if I ever lost all of the contacts backed up on my computer, I wouldn't be able to call my own mama. Now I realize that I really wasn't joking. I don't know my mama's number.” CNN Opinion contributor LZ Granderson explains that for all of the wonderful conveniences technology has brought into our lives, there is something to be said about all of the little things that have been lost because of these advancements as well http://on.cnn.com/RePO2H. Do you agree?   For more coverage of CNN’s “Our Mobile Society” visit CNN.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.","2012-09-25 09:00:59",950,117,"Yes","link","http://on.cnn.com/RePO2H","http://www.facebook.com/5550296508/posts/142683325878528"
"[Photo]","On a molecular level, this new coronovirus more closely resembles the SARS virus than a cold virus, but doesn’t seem to behave like SARS did. See the stories behind the two patients that have been infected with this new virus. http://on.cnn.com/RePocv","2012-09-25 07:00:13",664,340,"No","photo","http://www.facebook.com/photo.php?fbid=10151197087746509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151197087766509"
"Justices will soon decide whether to take up same-sex marriage appeals - CNN.com","Two separate cases could be heard by the Supreme Court on the divisive issue. Learn more and tell us where you stand.    http://on.cnn.com/OQLCrm","2012-09-25 04:00:00",336,27,"No","link","http://on.cnn.com/OQLCrm","http://www.facebook.com/5550296508/posts/499742406710630"
"[Photo]","The Seattle Seahawks beat the Green Bay Packers 14-12 Monday night in a game that ended with another controversial decision by the NFL's replacement officials that could increase the outcry to get the regular game officials back on the field.  http://on.cnn.com/PCtdvg","2012-09-24 21:23:32",2632,416,"No","photo","http://www.facebook.com/photo.php?fbid=10151196592256509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151196592286509"
"Your detour to a stress-free life - CNN.com","“It's official: You're human and living in the United States. Anxiety levels in this country are the highest they've been in seven decades, surveys show.” Learn simple techniques for reducing stress from CNN Health and tell us what makes you anxious. http://on.cnn.com/PSwLcR","2012-09-24 18:00:01",818,172,"No","link","http://on.cnn.com/PSwLcR","http://www.facebook.com/5550296508/posts/283119821802999"
"Opinion: Tax spending, not income - CNN.com","In this CNN Opinion piece Edward McCaffery asserts that ""The real attention should be on a tax system that allows the really rich to pay so little in percentage terms and on the best solution to making that tax system better and fairer."" See his argument and tell us if you agree.   http://on.cnn.com/UA0NGD","2012-09-24 16:00:01",514,45,"No","link","http://on.cnn.com/UA0NGD","http://www.facebook.com/5550296508/posts/405292126191002"
"Mahmoud Ahmadinejad on Libya, Stevens - CNN.com Video","Iranian President Mahmoud Ahmadinejad addresses the recent conflict in Libya that led to the murder of Ambassador Christopher Stevens, explaining that he condemns any type of extremism. ""We also believe that this must also be resolved in a humane atmosphere, in a participatory environment and we do not like anyone losing their lives or being killed for any reason anywhere in the world."" For more, watch the exclusive interview on Piers Morgan Tonight at 9 ET, when he will also share thoughts on homosexuality and Iran's plan upon facing a potential attack from Israel.  http://on.cnn.com/PSfFeZ","2012-09-24 13:52:53",613,162,"No","video","http://cnn.com/video/data/2.0/video/bestoftv/2012/09/23/pmt-ahmadinejad-libya.cnn.html","http://www.facebook.com/5550296508/posts/121882617959952"
"NYC parent: This is not just a condom - CNN.com Video","A pilot program in New York dispenses the “morning after pill” to students without parental consent. See the reaction of one parent on CNN’s Starting Point and tell us if you agree. ","2012-09-24 11:52:30",322,59,"No","video","http://cnn.com/video/data/2.0/video/us/2012/09/24/sp-bts-ny-schools-morning-after-pill.cnn.html","http://www.facebook.com/5550296508/posts/409922672406370"
"Why the rich vote more","Some people argue that the lower income groups are the ones who need the most help from government, while others feel they aren’t politically savvy enough to take on the responsibility. Which side do you agree with? http://on.cnn.com/PRPC7O","2012-09-24 09:46:12",262,42,"Yes","link","http://on.cnn.com/PRPC7O","http://www.facebook.com/5550296508/posts/344616098965091"
"Houston police fatally shoot threatening wheelchair-bound amputee in head - CNN.com","Police responded to a call that resident Brian Claunch was acting aggressively after his caretaker refused to give him a cigarette and a soda. Claunch was ""advancing towards"" the officers and ""refusing to show his hands."" See the details of the incident and tell us if you think the officer’s response was appropriate. http://on.cnn.com/PReyfH","2012-09-24 08:01:08",338,161,"No","link","http://on.cnn.com/PReyfH","http://www.facebook.com/5550296508/posts/488271584525189"
"Search suspended in Nepal avalanche; three missing feared dead - CNN.com","The avalanche, which struck around 5 a.m. Sunday, was most likely caused by a piece of ice the size of six or seven football fields that fell from a glacier. Read accounts from survivors of the disaster. http://on.cnn.com/PRa4Wt","2012-09-24 06:19:25",186,29,"No","link","http://on.cnn.com/PRa4Wt","http://www.facebook.com/5550296508/posts/467601819937955"
"Tracking your body with technology - CNN.com","Many people are turning to available technologies, like mobile apps, to gain knowledge about their bodies that they can use to optimize their health, beyond what information annual doctor's visits might bring http://on.cnn.com/SMLTXE. Do you use mobile apps to track your mood or health?   For more coverage of CNN’s “Our Mobile Society” visit CNN.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.","2012-09-23 14:00:01",366,37,"Yes","link","http://on.cnn.com/SMLTXE","http://www.facebook.com/5550296508/posts/349567978467453"
"Pakistani minister personally offers reward for anti-Islam filmmaker's death - CNN.com","Railway Minister Ghulam Ahmad Bilour announced the $100,000 bounty at a news conference Saturday, but he made clear to CNN he was speaking for himself and not as a government representative. http://on.cnn.com/SMLSTC","2012-09-23 06:34:54",484,240,"No","link","http://on.cnn.com/SMLSTC","http://www.facebook.com/5550296508/posts/185504108241273"
"Man in critical condition after jumping into Bronx Zoo's tiger pit - CNN.com","See what saved the man’s life: http://on.cnn.com/Q6fnTU","2012-09-22 16:00:00",211,58,"No","link","http://on.cnn.com/Q6fnTU","http://www.facebook.com/5550296508/posts/145850715559943"
"The invisible disease that's killing our son - CNN.com","Mitochondrial disease is a silent killer that attacks the nation's children at an appalling rate. According to the United Mitochondrial Disease Foundation, every 30 minutes a child is born who will develop a mitochondrial disease by age 10 http://on.cnn.com/Px7Yez. See why the Martins say their son is one of the lucky ones.","2012-09-22 12:00:01",322,67,"No","link","http://on.cnn.com/Px7Yez","http://www.facebook.com/5550296508/posts/445876122121117"
"One-day mobile photo challenge","Today marks the first day of fall in the northern hemisphere, and CNN iReport is honoring it with its first one-day mobile photography challenge. Join the challenge! If your shot is one of the best, CNN will showcase it as part of ""Our Mobile Society (http://on.cnn.com/Ov2aF2),"" an initiative examining the impact of mobile technology on our lives.   For more on the mobile photography challenge, go here: http://ireport.cnn.com/topics/838756.","2012-09-22 06:52:22",423,59,"No","link","http://ireport.cnn.com/topics/838756","http://www.facebook.com/5550296508/posts/441703772549246"
"Watch Wolf get even with Anderson - CNN.com Video","http://on.cnn.com/VmbsCF","2012-09-21 20:00:01",532,65,"No","video","http://on.cnn.com/VmbsCF","http://www.facebook.com/5550296508/posts/342979125796756"
"Secret revealed: Ohio woman unknowingly married father - CNN.com","Valerie Spruill learned that she had married her father six years after he died. She has received mixed responses to her story and has been able to help some deal with similar experiences. See why she decided to go public.","2012-09-21 17:00:00",402,231,"No","link","http://www.cnn.com/2012/09/21/us/ohio-woman-marries-father/index.html","http://www.facebook.com/5550296508/posts/370367059704019"
"Obama defends record on immigration at Univision forum - CNN.com","“I’m happy to take responsibility for the fact that we didn’t get it done,” said President Obama when asked about immigration reform during the Univision forum. Do you think Obama will maintain his recent lead among Latino registered voters? http://on.cnn.com/VltDIT","2012-09-21 13:03:38",1065,79,"Yes","link","http://on.cnn.com/VltDIT","http://www.facebook.com/5550296508/posts/491227100888923"
"Tiny homes hit the big city - CNN.com","From CNN Living: Families are choosing tiny homes to save big. Would you consider living in a 300 sq ft home to save money?","2012-09-21 11:12:49",319,56,"Yes","link","http://us.cnn.com/2012/09/21/living/small-homes-irpt/index.html","http://www.facebook.com/5550296508/posts/105726256249879"
"Talking to someone with a chronic illness - CNN.com","This week is National Invisible Chronic Illness Awareness Week, aimed at increasing communication between the chronically ill and those who care about them. Lisa Copen, founder of Rest Ministries, provides tips to keep in mind when talking to a friend living with an invisible illness http://on.cnn.com/Q1Airh.   Want more advice? Join Lisa as she hosts a live chat at 12 PM ET on CNN Health’s page. She will discuss her article and provide counsel on what to say and not say to those with invisible illnesses.","2012-09-21 07:49:43",392,96,"Yes","link","http://on.cnn.com/Q1Airh","http://www.facebook.com/5550296508/posts/382627798472458"
"Launching a new war on cancer - CNN.com","“The Moon Shots Program signals our confidence that the path to curing cancer is in clearer sight than at any other time in history,” said Dr. Ronald DePinho, president of Houston’s MD Anderson Cancer Center. See the details behind the new program. http://on.cnn.com/VkJcAC","2012-09-21 06:26:24",718,142,"No","link","http://on.cnn.com/VkJcAC","http://www.facebook.com/5550296508/posts/223566691106407"
"[Photo]","Join us!","2012-09-20 20:57:35",471,52,"No","photo","http://www.facebook.com/photo.php?fbid=10151156705089246&set=a.417657804245.195500.7873709245&type=1","http://www.facebook.com/5550296508/posts/288099977969864"
"Political differences and the bedroom - CNN.com","Major differences in political beliefs can be mind-boggling to many people, particularly in the heat of election season, but political differences can actually be a benefit to some relationships http://on.cnn.com/VhKI6v. Have political dissimilarities benefitted or harmed your relationship?","2012-09-20 18:00:01",331,65,"Yes","link","http://on.cnn.com/VhKI6v","http://www.facebook.com/5550296508/posts/528394350508952"
"OPINION: Real conservatives can say they're sorry - CNN.com","CNN Opinion contributor Nicolaus Mills expresses that Mitt Romney hates apologies, and notes that a presidential apology is not a sign of weakness so much as a chance for a new beginning, a way to shed the indefensible and start fresh http://on.cnn.com/VhJqIC. Do you agree with him?","2012-09-20 14:00:00",557,58,"Yes","link","http://on.cnn.com/VhJqIC","http://www.facebook.com/5550296508/posts/148207651989138"
"Mom boards bus, smacks down bully - CNN.com Video","Do you think the mother’s reaction was appropriate?","2012-09-20 12:00:16",3182,609,"Yes","video","http://cnn.com/video/data/2.0/video/bestoftv/2012/09/20/mom-fights-bully.wjxt.html","http://www.facebook.com/5550296508/posts/502256719803588"
"Girls beat up Iran cleric over dress code - CNN.com","The cleric said he asked ""politely,"" but the girl's angry reaction and some double-teaming with her friend landed the holy man in the hospital. http://on.cnn.com/OHdIoN What do you think of the girls’ reaction to the cleric asking one of them to cover up?","2012-09-20 10:12:02",1022,216,"Yes","link","http://on.cnn.com/OHdIoN","http://www.facebook.com/5550296508/posts/182365028566453"
"CNN Heroes: Top 10 revealed - CNN.com Video","CNN revealed the Top Ten CNN Heroes of 2012 today. Watch CNN’s Anderson Cooper introduce them and then vote (up to 10x a day) for who you’d like to be the Hero of the Year. http://on.cnn.com/OH29xY.","2012-09-20 08:17:07",314,56,"No","video","http://www.cnn.com/video/?on.cnn=1#/video/bestoftv/2012/09/18/cnn-heroes-top-10-revealed.cnn","http://www.facebook.com/5550296508/posts/432625616774348"
